file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.number,file_id.type,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,software.version,monitoring_info.timestamp[s],monitoring_info.local_timestamp[s],monitoring_info.cycles_to_distance[m/cycle],monitoring_info.cycles_to_calories[kcal/cycle],monitoring_info.unknown,monitoring_info.resting_metabolic_rate[kcal / day],monitoring_info.activity_type,monitoring.timestamp[s],monitoring.distance[m],monitoring.cycles[cycles],monitoring.active_time[s],monitoring.active_calories[kcal],monitoring.duration_min[min],monitoring.activity_type,monitoring.steps[steps],monitoring.unknown,unknown.unknown,ohr_settings.unknown,ohr_settings.enabled,stress_level.stress_level_time[s],stress_level.stress_level_value,stress_level.unknown,event.timestamp[s],event.unknown,event.data16,event.event,event.event_type,event.data,monitoring.timestamp_16[s],monitoring.heart_rate[bpm],monitoring.current_activity_type_intensity,monitoring.intensity,monitoring.ascent[m],monitoring.descent[m],
"3952531279","901654020","1","2622","11","32",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","0.0","0.0","30.0","0","747","0",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","574.68","0.0","748.0","27","747","6","724",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","2490",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","58",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","58","901654020","1",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","2|192|0|8","901654020","1",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","2|192|0|8","901654020","1","901654080","17","30",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","48|36|0|16","901654020","1","901654080","17","30",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","48|36|0|16","901654020","1","901654140","20","20",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","10|0|0|24","901654020","1","901654140","20","20",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","10|0|0|24","901654020","1","901654140","20","20","901654200","8","6","54","3","6",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","10|0|0|24","901654020","1","901654200","39","-18","901654200","8","6","54","3","6",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","10|0|0|24","901654020","1","901654200","39","-18","901654200","8","6","54","3","6","9912","73",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","138|0|0|248","901654020","1","901654200","39","-18","901654200","8","6","54","3","6","9912","73",
"3952531279","901654020","1","2622","11","32","901654020","3952531279","1","2622","4.6","4.3","901654020","901628820","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901654020","68.32","0.0","90.0","4","747","1","57","0","138|0|0|248","901654020","1","901654200","39","-18","901654260","0","1","54","3","1","9912","73",
