file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.number,file_id.type,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,unknown.unknown,
"3952531279","901609260","1","2622","159","49",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","2",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","166|58|182|187|128|183|48|186|150|185|181|64|11|185|143|183|59|66|194|83",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","232|176|116|181|161|180|52|184|91|182|75|60|15|184|61|179|0|0|212|83",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","77|177|163|183|208|183|195|186|207|185|17|63|169|186|107|182|0|0|100|83",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","253|174|135|176|22|177|230|179|123|178|143|54|146|180|91|175|0|0|113|83",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","4|58|115|188|192|185|174|188|65|188|165|66|4|188|195|185|90|65|208|83",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","145|176|94|179|168|180|115|183|120|182|58|60|255|183|193|179|0|0|82|83",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","100|178|95|176|245|181|237|183|170|183|66|60|224|184|65|181|0|0|34|84",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","88|53|182|184|246|181|155|184|0|184|10|63|237|183|40|181|210|63|50|83",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","48|64|88|189|188|181|242|185|110|184|200|65|84|182|35|182|251|66|105|83",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","23|157|21|182|153|177|206|182|14|181|12|59|102|181|6|177|0|0|209|83",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","73|66|64|191|243|184|213|188|7|188|70|68|168|185|184|185|187|68|249|83",
"3952531279","901609260","1","2622","159","49","901609260","3952531279","1","2622","4.6","901609860",
