file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.number,file_id.type,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,software.version,monitoring_info.timestamp[s],monitoring_info.local_timestamp[s],monitoring_info.cycles_to_distance[m/cycle],monitoring_info.cycles_to_calories[kcal/cycle],monitoring_info.unknown,monitoring_info.resting_metabolic_rate[kcal / day],monitoring_info.activity_type,monitoring.timestamp[s],monitoring.distance[m],monitoring.steps[steps],monitoring.active_time[s],monitoring.active_calories[kcal],monitoring.duration_min[min],monitoring.activity_type,monitoring.unknown,unknown.unknown,ohr_settings.unknown,ohr_settings.enabled,stress_level.stress_level_time[s],stress_level.stress_level_value,stress_level.unknown,monitoring.timestamp_16[s],monitoring.heart_rate[bpm],event.timestamp[s],event.unknown,event.data16,event.event,event.event_type,event.data,monitoring.current_activity_type_intensity,monitoring.intensity,
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","30","60.0","3","664","1","0","232|4|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","30","60.0","3","664","1","0","232|4|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645560","79","-72",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","30","60.0","3","664","1","0","232|4|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645560","79","-72","1272","102",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","30","60.0","3","664","1","0","248|4|190|53|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645560","79","-72","1272","102",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","30","60.0","3","664","1","0","248|4|190|53|2|2|4|184|185|149|149|254|0|0|0|0|1|151|150|149|149|149","901645500","1","901645560","79","-72","1272","102",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","30","60.0","3","664","1","0","7|5|190|53|2|2|48|185|185|158|169|254|0|0|0|0|0|172|172|171|170|169","901645500","1","901645560","79","-72","1272","102",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","30","60.0","3","664","1","0","44|0|0|248","901645500","1","901645560","79","-72","1272","102",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","30","60.0","3","664","1","0","37|5|190|53|2|2|67|185|185|169|159|254|0|0|0|0|0|151|152|153|155|157","901645500","1","901645560","79","-72","1272","102",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","30","60.0","3","664","1","0","45|5|190|53|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645560","79","-72","1272","102",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","30","60.0","3","664","1","0","47|5|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645560","79","-72","1272","102",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","30","60.0","3","664","1","0","47|5|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645560","79","-72","1272","102","901645620","0","1","54","3","1",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","155","225.0","14","664","6","0","47|5|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645560","79","-72","1272","102","901645620","0","1","54","3","1","38","1.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","155","225.0","14","664","6","0","47|5|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645620","57","-43","1272","102","901645620","0","1","54","3","1","38","1.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","155","225.0","14","664","6","0","47|5|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645620","57","-43","1332","88","901645620","0","1","54","3","1","38","1.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","155","225.0","14","664","6","0","156|166|188|240","901645500","1","901645620","57","-43","1332","88","901645620","0","1","54","3","1","38","1.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645500","36.44","155","225.0","14","664","6","0","156|166|188|240","901645500","1","901645620","57","-43","1332","88","901645680","8","1","54","3","1","38","1.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645620","36.44","155","225.0","14","664","8","0","156|166|188|240","901645500","1","901645620","57","-43","1332","88","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645620","36.44","155","225.0","14","664","8","0","156|166|188|240","901645500","1","901645680","13","48","1332","88","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645620","36.44","155","225.0","14","664","8","0","156|166|188|240","901645500","1","901645680","13","48","1392","75","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645620","36.44","155","225.0","14","664","8","0","16|0|0|248","901645500","1","901645680","13","48","1392","75","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645620","36.44","172","240.0","14","664","6","0","16|0|0|248","901645500","1","901645680","13","48","1392","75","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645620","36.44","172","240.0","14","664","6","0","16|0|0|248","901645500","1","901645740","5","81","1392","75","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645620","36.44","172","240.0","14","664","6","0","16|0|0|248","901645500","1","901645740","5","81","1452","70","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645620","36.44","172","240.0","14","664","6","0","190|5|190|53|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645740","5","81","1452","70","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645620","36.44","172","240.0","14","664","6","0","10|3|0|248","901645500","1","901645740","5","81","1452","70","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645620","36.44","172","240.0","14","664","6","0","217|5|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645740","5","81","1452","70","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","172","240.0","14","664","8","0","217|5|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645740","5","81","1452","70","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","172","240.0","14","664","8","0","217|5|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645800","38","-17","1452","70","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","172","240.0","14","664","8","0","217|5|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645800","38","-17","1512","72","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","172","240.0","14","664","8","0","253|5|190|53|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645800","38","-17","1512","72","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","172","240.0","14","664","8","0","44|0|0|248","901645500","1","901645800","38","-17","1512","72","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","44|0|0|248","901645500","1","901645800","38","-17","1512","72","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","44|0|0|248","901645500","1","901645860","13","47","1512","72","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","44|0|0|248","901645500","1","901645860","13","47","1572","70","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","62|6|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645860","13","47","1572","70","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","16|0|0|248","901645500","1","901645860","13","47","1572","70","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","16|0|0|248","901645500","1","901645920","14","43","1572","70","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","16|0|0|248","901645500","1","901645920","14","43","1632","63","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","120|6|190|53|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645920","14","43","1632","63","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","112|7|232|224","901645500","1","901645920","14","43","1632","63","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","146|6|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645920","14","43","1632","63","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","149|6|190|53|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645920","14","43","1632","63","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","149|6|190|53|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645980","1","95","1632","63","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","149|6|190|53|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645980","1","95","1692","61","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","164|6|190|53|22|0|9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901645980","1","95","1692","61","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","138|0|0|248","901645500","1","901645980","1","95","1692","61","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","138|0|0|248","901645500","1","901646040","-1","101","1692","61","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","138|0|0|248","901645500","1","901646040","-1","101","1752","62","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","44|0|0|248","901645500","1","901646040","-1","101","1752","62","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","44|0|0|248","901645500","1","901646100","3","89","1752","62","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","44|0|0|248","901645500","1","901646100","3","89","1812","0","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","30|7|190|53|22|0|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0","901645500","1","901646100","3","89","1812","0","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901645500","901623840","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","138|0|0|248","901645500","1","901646100","3","89","1812","0","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901646100","901620900","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901645740","36.44","211","291.0","16","664","6","0","138|0|0|248","901645500","1","901646100","3","89","1812","0","901645680","8","1","54","3","1","70","2.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901646100","901620900","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901646100","36.44","211","291.0","16","664","8","0","138|0|0|248","901645500","1","901646100","3","89","1812","0","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901646100","901620900","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901646100","36.44","211","291.0","16","664","8","0","138|0|0|248","901646100","1","901646100","3","89","1812","0","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901646100","901620900","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901646100","170.9","211","291.0","16","615","6","0","138|0|0|248","901646100","1","901646100","3","89","1812","0","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901646100","901620900","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901646100","36.44","30","60.0","3","615","1","0","138|0|0|248","901646100","1","901646100","3","89","1812","0","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901646100","901620900","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901646100","36.44","30","60.0","3","615","1","2490","138|0|0|248","901646100","1","901646100","3","89","1812","0","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901646100","901620900","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901646100","36.44","30","60.0","3","615","1","0","138|0|0|248","901646100","1","901646100","3","89","1812","0","901645680","8","1","54","3","1","136","4.0",
"3952531279","901645532","1","2622","2","32","901645532","3952531279","1","2622","4.6","4.3","901646100","901620900","1.6198|2.4296","0.0448|0.1416","1","1948","6|1","901646100","36.44","30","60.0","3","615","1","0","62","901646100","1","901646100","3","89","1812","0","901645680","8","1","54","3","1","136","4.0",
