file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.number,file_id.type,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,software.version,monitoring_info.timestamp[s],monitoring_info.local_timestamp[s],monitoring_info.cycles_to_distance[m/cycle],monitoring_info.cycles_to_calories[kcal/cycle],monitoring_info.unknown,monitoring_info.resting_metabolic_rate[kcal / day],monitoring_info.activity_type,monitoring.timestamp[s],monitoring.unknown,ohr_settings.unknown,ohr_settings.enabled,unknown.unknown,monitoring.current_activity_type_intensity,monitoring.activity_type,monitoring.intensity,stress_level.stress_level_time[s],stress_level.stress_level_value,stress_level.unknown,monitoring.timestamp_16[s],monitoring.heart_rate[bpm],event.timestamp[s],event.unknown,event.data16,event.event,event.event_type,event.data,
"3952531279","901609200","1","2622","158","32",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609200","0",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609200","0",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609200","0","901609200","1",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609200","0","901609200","1","2|192|0|8",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609200","0","901609200","1","2|192|0|8","8","8","0.0",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609200","0","901609200","1","2|192|0|8","8","8","0.0","901609260","21","17",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609200","0","901609200","1","2|192|0|8","8","8","0.0","901609260","21","17","30508","65",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609200","0","901609200","1","70|70|0|16","8","8","0.0","901609260","21","17","30508","65",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609260","0","901609200","1","70|70|0|16","72","8","2.0","901609260","21","17","30508","65",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609260","0","901609200","1","70|70|0|16","72","8","2.0","901609320","19","24","30508","65",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609260","0","901609200","1","70|70|0|16","72","8","2.0","901609320","19","24","30568","66",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609260","0","901609200","1","0|0|0|24","72","8","2.0","901609320","19","24","30568","66",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609260","0","901609200","1","0|0|0|24","72","8","2.0","901609380","13","46","30568","66",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609260","0","901609200","1","10|64|1|32","72","8","2.0","901609380","13","46","30568","66",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609260","0","901609200","1","10|64|1|32","72","8","2.0","901609440","16","34","30568","66",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609260","0","901609200","1","10|64|1|32","72","8","2.0","901609440","16","34","30688","65",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609260","0","901609200","1","0|0|0|40","72","8","2.0","901609440","16","34","30688","65",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","0|0|0|40","8","8","0.0","901609440","16","34","30688","65",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","0|0|0|40","8","8","0.0","901609500","19","25","30688","65",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","0|0|0|40","8","8","0.0","901609500","19","25","30748","67",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","11|254|3|0","8","8","0.0","901609500","19","25","30748","67",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","11|254|3|0","8","8","0.0","901609560","19","24","30748","67",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","2|192|0|8","8","8","0.0","901609560","19","24","30748","67",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","2|192|0|8","8","8","0.0","901609620","22","12","30748","67",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","2|192|0|8","8","8","0.0","901609620","22","12","30868","70",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","0|0|134|240","8","8","0.0","901609620","22","12","30868","70",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","0|0|134|240","8","8","0.0","901609680","18","29","30868","70",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","208|120|189|53|1|0|67|67|58|8|0|163|4|96|22|189|53|0|0|0|0|0","8","8","0.0","901609680","18","29","30868","70",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","208|120|189|53|0|0|0|85|105|115|0|0|0|0|0|0|0|0|0|0|0|0","8","8","0.0","901609680","18","29","30868","70",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","208|120|189|53|1|1|59|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","8","8","0.0","901609680","18","29","30868","70",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","208|120|189|53|1|1|59|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","8","8","0.0","901609680","18","29","30928","67",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","112|7|232|224","8","8","0.0","901609680","18","29","30928","67",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","112|7|232|224","8","8","0.0","901609680","18","29","30928","67","901609740","8","11","54","3","11",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","112|7|232|224","8","8","0.0","901609740","15","38","30928","67","901609740","8","11","54","3","11",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609440","0","901609200","1","68|68|0|16","8","8","0.0","901609740","15","38","30928","67","901609740","8","11","54","3","11",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609740","0","901609200","1","68|68|0|16","72","8","2.0","901609740","15","38","30928","67","901609740","8","11","54","3","11",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609740","0","901609200","1","68|68|0|16","72","8","2.0","901609800","18","27","30928","67","901609740","8","11","54","3","11",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609740","0","901609200","1","0|0|0|24","72","8","2.0","901609800","18","27","30928","67","901609740","8","11","54","3","11",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609740","0","901609200","1","0|0|0|24","72","8","2.0","901609800","18","27","30928","67","901609860","0","2","54","3","2",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609800","0","901609200","1","0|0|0|24","8","8","0.0","901609800","18","27","30928","67","901609860","0","2","54","3","2",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609800","0","901609200","1","0|0|0|24","8","8","0.0","901609860","21","16","30928","67","901609860","0","2","54","3","2",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609860","0","901609200","1","0|0|0|24","104","8","3.0","901609860","21","16","30928","67","901609860","0","2","54","3","2",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609860","0","901609860","1","0|0|0|24","104","8","3.0","901609860","21","16","30928","67","901609860","0","2","54","3","2",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609860","0","901609860","1","0|0|0|24","104","8","3.0","901609860","21","16","30928","67","901609860","0","2","54","3","2",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609860","0","901609860","1","0|0|0|24","104","8","3.0","901609860","21","16","30928","67","901609860","0","2","54","3","2",
"3952531279","901609200","1","2622","158","32","901609200","3952531279","1","2622","4.6","4.3","901609200","901584000","1.5742|2.3614","0.0534|0.1682","1","1861","6|1","901609860","0","901609860","1","67","104","8","3.0","901609860","21","16","30928","67","901609860","0","2","54","3","2",
